% Moku:Go Oscilloscope
% Channel A (on)
% Channel B (off)
% Time span 1.000 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2026-04-30 T 13:57:31 +0200
% Time (s), Channel A (Input A) (V)
-4.334400000000e-05, -2.442599e-03
-4.228800000000e-05, -1.221300e-03
-4.123200000000e-05, -1.221300e-03
-4.017600000000e-05, -2.442599e-03
-3.912000000000e-05, -1.221300e-03
-3.806400000000e-05, -2.442599e-03
-3.700800000000e-05, -1.221300e-03
-3.595200000000e-05, -1.221300e-03
-3.489600000000e-05, -1.221300e-03
-3.384000000000e-05, -1.221300e-03
-3.278400000000e-05, -1.221300e-03
-3.172800000000e-05, -2.442599e-03
-3.067200000000e-05, -1.221300e-03
-2.961600000000e-05, -2.442599e-03
-2.856000000000e-05, -1.221300e-03
-2.750400000000e-05, -1.221300e-03
-2.644800000000e-05, -1.221300e-03
-2.539200000000e-05, -1.221300e-03
-2.433600000000e-05, -1.221300e-03
-2.328000000000e-05, -1.221300e-03
-2.222400000000e-05, -1.221300e-03
-2.116800000000e-05, -1.221300e-03
-2.011200000000e-05, -1.221300e-03
-1.905600000000e-05, -1.221300e-03
-1.800000000000e-05, -1.221300e-03
-1.694400000000e-05, -1.221300e-03
-1.588800000000e-05, -1.221300e-03
-1.483200000000e-05, -1.221300e-03
-1.377600000000e-05, -1.221300e-03
-1.272000000000e-05, -1.221300e-03
-1.166400000000e-05, -1.221300e-03
-1.060800000000e-05, -1.221300e-03
-9.552000000000e-06, -1.221300e-03
-8.496000000000e-06, -1.221300e-03
-7.440000000000e-06, -1.221300e-03
-6.384000000000e-06, -1.221300e-03
-5.328000000000e-06, -3.663899e-03
-4.272000000000e-06, -1.221300e-03
-3.216000000000e-06, -1.221300e-03
-2.160000000000e-06, -2.442599e-03
-1.104000000000e-06, -1.221300e-03
-4.800000000000e-08, -1.221300e-03
1.008000000000e-06, -1.221300e-03
2.064000000000e-06, -1.221300e-03
3.120000000000e-06, -1.221300e-03
4.176000000000e-06, -2.442599e-03
5.232000000000e-06, -1.221300e-03
6.288000000000e-06, -1.221300e-03
7.344000000000e-06, -1.221300e-03
8.400000000000e-06, -2.442599e-03
9.456000000000e-06, -1.221300e-03
1.051200000000e-05, -2.442599e-03
1.156800000000e-05, -2.442599e-03
1.262400000000e-05, 0.000000e+00
1.368000000000e-05, -1.221300e-03
1.473600000000e-05, -1.221300e-03
1.579200000000e-05, -1.221300e-03
1.684800000000e-05, -1.221300e-03
1.790400000000e-05, -1.221300e-03
1.896000000000e-05, -2.442599e-03
2.001600000000e-05, -1.221300e-03
2.107200000000e-05, -1.221300e-03
2.212800000000e-05, -1.221300e-03
2.318400000000e-05, -1.221300e-03
2.424000000000e-05, -1.221300e-03
2.529600000000e-05, -1.221300e-03
2.635200000000e-05, -1.221300e-03
2.740800000000e-05, -1.221300e-03
2.846400000000e-05, -1.221300e-03
2.952000000000e-05, -1.221300e-03
3.057600000000e-05, -1.221300e-03
3.163200000000e-05, -1.221300e-03
3.268800000000e-05, -1.221300e-03
3.374400000000e-05, -1.221300e-03
3.480000000000e-05, -1.221300e-03
3.585600000000e-05, -1.221300e-03
3.691200000000e-05, -1.221300e-03
3.796800000000e-05, -1.221300e-03
3.902400000000e-05, -2.442599e-03
4.008000000000e-05, -2.442599e-03
4.113600000000e-05, -1.221300e-03
4.219200000000e-05, -1.221300e-03
4.324800000000e-05, -1.221300e-03
4.430400000000e-05, -1.221300e-03
4.536000000000e-05, -1.221300e-03
4.641600000000e-05, -1.221300e-03
4.747200000000e-05, -1.221300e-03
4.852800000000e-05, -1.221300e-03
4.958400000000e-05, -1.221300e-03
5.064000000000e-05, -1.221300e-03
5.169600000000e-05, -1.221300e-03
5.275200000000e-05, -2.442599e-03
5.380800000000e-05, -1.221300e-03
5.486400000000e-05, -1.221300e-03
5.592000000000e-05, -3.663899e-03
5.697600000000e-05, -2.442599e-03
5.803200000000e-05, -1.221300e-03
5.908800000000e-05, -1.221300e-03
6.014400000000e-05, -1.221300e-03
6.120000000000e-05, -2.442599e-03
6.225600000000e-05, -1.221300e-03
6.331200000000e-05, -2.442599e-03
6.436800000000e-05, -1.221300e-03
6.542400000000e-05, -1.221300e-03
6.648000000000e-05, -2.442599e-03
6.753600000000e-05, -1.221300e-03
6.859200000000e-05, -1.221300e-03
6.964800000000e-05, -1.221300e-03
7.070400000000e-05, -1.221300e-03
7.176000000000e-05, -1.221300e-03
7.281600000000e-05, -1.221300e-03
7.387200000000e-05, -1.221300e-03
7.492800000000e-05, -1.221300e-03
7.598400000000e-05, -1.221300e-03
7.704000000000e-05, -1.221300e-03
7.809600000000e-05, -1.221300e-03
7.915200000000e-05, -1.221300e-03
8.020800000000e-05, -1.221300e-03
8.126400000000e-05, -1.221300e-03
8.232000000000e-05, -1.221300e-03
8.337600000000e-05, -1.221300e-03
8.443200000000e-05, -1.221300e-03
8.548800000000e-05, -2.442599e-03
8.654400000000e-05, -1.221300e-03
8.760000000000e-05, -1.221300e-03
8.865600000000e-05, -2.442599e-03
8.971200000000e-05, -1.221300e-03
9.076800000000e-05, -1.221300e-03
9.182400000000e-05, -1.221300e-03
9.288000000000e-05, -1.221300e-03
9.393600000000e-05, -2.442599e-03
9.499200000000e-05, -1.221300e-03
9.604800000000e-05, -1.221300e-03
9.710400000000e-05, -1.221300e-03
9.816000000000e-05, -1.221300e-03
9.921600000000e-05, -1.221300e-03
1.002720000000e-04, -1.221300e-03
1.013280000000e-04, -1.221300e-03
1.023840000000e-04, -1.221300e-03
1.034400000000e-04, -1.221300e-03
1.044960000000e-04, -1.221300e-03
1.055520000000e-04, -1.221300e-03
1.066080000000e-04, -1.221300e-03
1.076640000000e-04, -1.221300e-03
1.087200000000e-04, -1.221300e-03
1.097760000000e-04, -2.442599e-03
1.108320000000e-04, -1.221300e-03
1.118880000000e-04, -1.221300e-03
1.129440000000e-04, -1.221300e-03
1.140000000000e-04, -1.221300e-03
1.150560000000e-04, -1.221300e-03
1.161120000000e-04, -1.221300e-03
1.171680000000e-04, -1.221300e-03
1.182240000000e-04, -2.442599e-03
1.192800000000e-04, -1.221300e-03
1.203360000000e-04, -1.221300e-03
1.213920000000e-04, -2.442599e-03
1.224480000000e-04, -1.221300e-03
1.235040000000e-04, -1.221300e-03
1.245600000000e-04, -1.221300e-03
1.256160000000e-04, -1.221300e-03
1.266720000000e-04, -2.442599e-03
1.277280000000e-04, -2.442599e-03
1.287840000000e-04, -2.442599e-03
1.298400000000e-04, -1.221300e-03
1.308960000000e-04, -2.442599e-03
1.319520000000e-04, -1.221300e-03
1.330080000000e-04, -1.221300e-03
1.340640000000e-04, -1.221300e-03
1.351200000000e-04, -1.221300e-03
1.361760000000e-04, -1.221300e-03
1.372320000000e-04, -1.221300e-03
1.382880000000e-04, -2.442599e-03
1.393440000000e-04, -2.442599e-03
1.404000000000e-04, -2.442599e-03
1.414560000000e-04, -2.442599e-03
1.425120000000e-04, -1.221300e-03
1.435680000000e-04, -1.221300e-03
1.446240000000e-04, -1.221300e-03
1.456800000000e-04, -1.221300e-03
1.467360000000e-04, -1.221300e-03
1.477920000000e-04, -1.221300e-03
1.488480000000e-04, -2.442599e-03
1.499040000000e-04, -1.221300e-03
1.509600000000e-04, -1.221300e-03
1.520160000000e-04, -1.221300e-03
1.530720000000e-04, -1.221300e-03
1.541280000000e-04, -1.221300e-03
1.551840000000e-04, -1.221300e-03
1.562400000000e-04, -1.221300e-03
1.572960000000e-04, -2.442599e-03
1.583520000000e-04, -1.221300e-03
1.594080000000e-04, -1.221300e-03
1.604640000000e-04, -1.221300e-03
1.615200000000e-04, -1.221300e-03
1.625760000000e-04, -2.442599e-03
1.636320000000e-04, -2.442599e-03
1.646880000000e-04, -1.221300e-03
1.657440000000e-04, -1.221300e-03
1.668000000000e-04, -1.221300e-03
