% Moku:Go Oscilloscope
% Channel A (Input 1, on), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
% Channel B (Input 2, off), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
% Time span 4.854 ms, time offset -7.124 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Square, 164.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2026-04-30 T 15:53:54 +0200
% Time (s), Channel A (Input 1) (V)
7.037472000000e-03, -1.221300e-03
7.042464000000e-03, -2.442599e-03
7.047456000000e-03, -3.663899e-03
7.052448000000e-03, -7.327797e-03
7.057440000000e-03, -9.770396e-03
7.062432000000e-03, -1.099170e-02
7.067424000000e-03, -1.465559e-02
7.072416000000e-03, -1.709819e-02
7.077408000000e-03, -1.831949e-02
7.082400000000e-03, -2.076209e-02
7.087392000000e-03, -2.198339e-02
7.092384000000e-03, -2.320469e-02
7.097376000000e-03, -2.442599e-02
7.102368000000e-03, -2.686859e-02
7.107360000000e-03, -2.686859e-02
7.112352000000e-03, -2.931119e-02
7.117344000000e-03, -2.931119e-02
7.122336000000e-03, -3.297509e-02
7.127328000000e-03, -3.297509e-02
7.132320000000e-03, -3.419639e-02
7.137312000000e-03, -3.541769e-02
7.142304000000e-03, -3.786029e-02
7.147296000000e-03, -3.786029e-02
7.152288000000e-03, -4.030288e-02
7.157280000000e-03, -4.030288e-02
7.162272000000e-03, -4.274548e-02
7.167264000000e-03, -4.274548e-02
7.172256000000e-03, -4.518808e-02
7.177248000000e-03, -4.640938e-02
7.182240000000e-03, -4.763068e-02
7.187232000000e-03, -4.885198e-02
7.192224000000e-03, -5.129458e-02
7.197216000000e-03, -5.007328e-02
7.202208000000e-03, -5.251588e-02
7.207200000000e-03, -5.251588e-02
7.212192000000e-03, -5.495848e-02
7.217184000000e-03, -5.495848e-02
7.222176000000e-03, -5.495848e-02
7.227168000000e-03, -5.740108e-02
7.232160000000e-03, -5.740108e-02
7.237152000000e-03, -5.740108e-02
7.242144000000e-03, -5.984368e-02
7.247136000000e-03, -5.984368e-02
7.252128000000e-03, -6.106498e-02
7.257120000000e-03, -6.106498e-02
7.262112000000e-03, -5.984368e-02
7.267104000000e-03, -6.228628e-02
7.272096000000e-03, -6.228628e-02
7.277088000000e-03, -6.228628e-02
7.282080000000e-03, -6.228628e-02
7.287072000000e-03, -6.228628e-02
7.292064000000e-03, -6.228628e-02
7.297056000000e-03, -6.350758e-02
7.302048000000e-03, -6.228628e-02
7.307040000000e-03, -6.350758e-02
7.312032000000e-03, -6.228628e-02
7.317024000000e-03, -6.228628e-02
7.322016000000e-03, -6.228628e-02
7.327008000000e-03, -6.228628e-02
7.332000000000e-03, -6.228628e-02
7.336992000000e-03, -6.106498e-02
7.341984000000e-03, -6.106498e-02
7.346976000000e-03, -5.984368e-02
7.351968000000e-03, -5.984368e-02
7.356960000000e-03, -6.228628e-02
7.361952000000e-03, -6.228628e-02
7.366944000000e-03, -5.984368e-02
