% Moku:Go Spectrum Analyzer
% Input A (on)
% Input B (off)
% Start freq 800 Hz, stop freq 1.076 kHz, RBW 1.349 Hz (Auto mode), Hann window, Video filter off
% Averaging: 1 spectra per frame, 15 frame averages
% 
% Acquired 2026-04-30 T 15:34:08 +0200
% Frequency (Hz), Input A (dBm)
1.004217414274e+03, -9.500700e+01
1.004501245916e+03, -9.409650e+01
1.004785077558e+03, -9.203481e+01
1.005068909199e+03, -9.077463e+01
1.005352740841e+03, -9.052217e+01
1.005636572483e+03, -8.969540e+01
1.005920404125e+03, -8.957575e+01
1.006204235767e+03, -8.976859e+01
1.006488067408e+03, -8.940445e+01
1.006771899050e+03, -8.971490e+01
1.007055730692e+03, -9.027008e+01
1.007339562334e+03, -9.197060e+01
1.007623393976e+03, -9.323858e+01
1.007907225617e+03, -9.332189e+01
1.008191057259e+03, -9.245645e+01
1.008474888901e+03, -9.176251e+01
1.008758720543e+03, -9.128477e+01
1.009042552184e+03, -9.137980e+01
1.009326383826e+03, -9.163032e+01
1.009610215468e+03, -9.209749e+01
1.009894047110e+03, -9.251144e+01
1.010177878752e+03, -9.207705e+01
1.010461710393e+03, -9.249283e+01
1.010745542035e+03, -9.310893e+01
1.011029373677e+03, -9.304700e+01
1.011313205319e+03, -9.381734e+01
1.011597036961e+03, -9.536220e+01
1.011880868602e+03, -9.611313e+01
1.012164700244e+03, -9.462980e+01
1.012448531886e+03, -9.389029e+01
1.012732363528e+03, -9.290917e+01
1.013016195170e+03, -9.177022e+01
1.013300026811e+03, -9.103903e+01
1.013583858453e+03, -9.099832e+01
1.013867690095e+03, -9.078696e+01
1.014151521737e+03, -9.091416e+01
1.014435353378e+03, -9.200068e+01
1.014719185020e+03, -9.230706e+01
1.015003016662e+03, -9.084558e+01
1.015286848304e+03, -8.993456e+01
1.015570679946e+03, -8.955229e+01
1.015854511587e+03, -8.974035e+01
1.016138343229e+03, -9.051683e+01
1.016422174871e+03, -9.210212e+01
1.016706006513e+03, -9.335097e+01
1.016989838155e+03, -9.379131e+01
1.017273669796e+03, -9.247864e+01
1.017557501438e+03, -9.317893e+01
1.017841333080e+03, -9.381352e+01
1.018125164722e+03, -9.473413e+01
1.018408996363e+03, -9.427760e+01
1.018692828005e+03, -9.514636e+01
1.018976659647e+03, -9.439764e+01
1.019260491289e+03, -9.307560e+01
1.019544322931e+03, -9.213475e+01
1.019828154572e+03, -9.223409e+01
1.020111986214e+03, -9.065349e+01
1.020395817856e+03, -9.048888e+01
1.020679649498e+03, -9.100667e+01
1.020963481140e+03, -9.239031e+01
1.021247312781e+03, -9.225617e+01
1.021531144423e+03, -9.265620e+01
1.021814976065e+03, -9.321781e+01
1.022098807707e+03, -9.247540e+01
1.022382639349e+03, -9.215400e+01
1.022666470990e+03, -9.238446e+01
1.022950302632e+03, -9.281073e+01
1.023234134274e+03, -9.310351e+01
1.023517965916e+03, -9.370591e+01
1.023801797557e+03, -9.632687e+01
1.024085629199e+03, -9.386774e+01
1.024369460841e+03, -9.261929e+01
1.024653292483e+03, -9.249825e+01
1.024937124125e+03, -9.126952e+01
1.025220955766e+03, -9.027667e+01
1.025504787408e+03, -9.074789e+01
1.025788619050e+03, -9.243288e+01
1.026072450692e+03, -9.285756e+01
1.026356282334e+03, -9.318550e+01
1.026640113975e+03, -9.382498e+01
1.026923945617e+03, -9.442755e+01
1.027207777259e+03, -9.335953e+01
1.027491608901e+03, -9.312122e+01
1.027775440542e+03, -9.497306e+01
1.028059272184e+03, -9.543112e+01
1.028343103826e+03, -9.419470e+01
1.028626935468e+03, -9.300934e+01
1.028910767110e+03, -9.425179e+01
1.029194598751e+03, -9.305361e+01
1.029478430393e+03, -9.245023e+01
1.029762262035e+03, -9.060942e+01
1.030046093677e+03, -9.055273e+01
1.030329925319e+03, -9.132555e+01
1.030613756960e+03, -9.148130e+01
1.030897588602e+03, -9.147720e+01
1.031181420244e+03, -9.118524e+01
1.031465251886e+03, -9.165864e+01
1.031749083527e+03, -9.199719e+01
1.032032915169e+03, -9.154884e+01
1.032316746811e+03, -9.036693e+01
1.032600578453e+03, -9.014596e+01
1.032884410095e+03, -9.095924e+01
1.033168241736e+03, -9.135735e+01
1.033452073378e+03, -9.176450e+01
1.033735905020e+03, -9.312598e+01
1.034019736662e+03, -9.276171e+01
1.034303568304e+03, -9.277376e+01
1.034587399945e+03, -9.266830e+01
1.034871231587e+03, -9.300841e+01
1.035155063229e+03, -9.461124e+01
1.035438894871e+03, -9.299620e+01
1.035722726513e+03, -9.367348e+01
1.036006558154e+03, -9.405608e+01
1.036290389796e+03, -9.457315e+01
1.036574221438e+03, -9.356866e+01
1.036858053080e+03, -9.381917e+01
1.037141884721e+03, -9.317704e+01
1.037425716363e+03, -9.243558e+01
1.037709548005e+03, -9.190186e+01
1.037993379647e+03, -9.222831e+01
1.038277211289e+03, -9.188606e+01
1.038561042930e+03, -9.218497e+01
1.038844874572e+03, -9.247247e+01
1.039128706214e+03, -9.263492e+01
1.039412537856e+03, -9.260043e+01
1.039696369498e+03, -9.324660e+01
1.039980201139e+03, -9.342343e+01
1.040264032781e+03, -9.344128e+01
1.040547864423e+03, -9.358798e+01
1.040831696065e+03, -9.249993e+01
1.041115527706e+03, -9.128524e+01
1.041399359348e+03, -9.127138e+01
1.041683190990e+03, -9.276964e+01
1.041967022632e+03, -9.235173e+01
1.042250854274e+03, -9.255711e+01
1.042534685915e+03, -9.070578e+01
1.042818517557e+03, -9.002290e+01
1.043102349199e+03, -9.113373e+01
1.043386180841e+03, -8.982547e+01
1.043670012483e+03, -9.005502e+01
1.043953844124e+03, -9.057867e+01
1.044237675766e+03, -9.063021e+01
1.044521507408e+03, -9.086270e+01
1.044805339050e+03, -9.180019e+01
1.045089170692e+03, -9.162193e+01
1.045373002333e+03, -9.181555e+01
1.045656833975e+03, -9.211326e+01
1.045940665617e+03, -9.263971e+01
1.046224497259e+03, -9.307615e+01
1.046508328900e+03, -9.258574e+01
1.046792160542e+03, -9.200697e+01
1.047075992184e+03, -9.107546e+01
1.047359823826e+03, -9.013506e+01
1.047643655468e+03, -9.022094e+01
1.047927487109e+03, -9.239072e+01
1.048211318751e+03, -9.221018e+01
1.048495150393e+03, -9.208643e+01
1.048778982035e+03, -9.023774e+01
1.049062813677e+03, -8.427985e+01
1.049346645318e+03, -7.793894e+01
1.049630476960e+03, -7.372418e+01
1.049914308602e+03, -7.102304e+01
1.050198140244e+03, -6.957027e+01
1.050481971885e+03, -6.924300e+01
1.050765803527e+03, -7.000564e+01
1.051049635169e+03, -7.190199e+01
1.051333466811e+03, -7.506799e+01
1.051617298453e+03, -7.983306e+01
1.051901130094e+03, -8.770220e+01
1.052184961736e+03, -8.963667e+01
1.052468793378e+03, -9.010430e+01
1.052752625020e+03, -9.088843e+01
1.053036456662e+03, -9.099335e+01
1.053320288303e+03, -9.126033e+01
1.053604119945e+03, -9.135877e+01
1.053887951587e+03, -9.168702e+01
1.054171783229e+03, -9.245277e+01
1.054455614871e+03, -9.372989e+01
1.054739446512e+03, -9.319251e+01
1.055023278154e+03, -9.323227e+01
1.055307109796e+03, -9.245546e+01
1.055590941438e+03, -9.130449e+01
1.055874773079e+03, -9.020603e+01
1.056158604721e+03, -8.947587e+01
1.056442436363e+03, -8.914006e+01
1.056726268005e+03, -8.952014e+01
1.057010099647e+03, -8.987818e+01
1.057293931288e+03, -9.124473e+01
1.057577762930e+03, -9.117652e+01
1.057861594572e+03, -9.092148e+01
1.058145426214e+03, -9.013105e+01
1.058429257856e+03, -8.861324e+01
1.058713089497e+03, -8.794122e+01
1.058996921139e+03, -8.793905e+01
1.059280752781e+03, -8.864866e+01
1.059564584423e+03, -9.019516e+01
1.059848416064e+03, -9.101716e+01
1.060132247706e+03, -9.182245e+01
1.060416079348e+03, -9.156482e+01
1.060699910990e+03, -9.208098e+01
1.060983742632e+03, -9.346293e+01
1.061267574273e+03, -9.368414e+01
1.061551405915e+03, -9.514702e+01
1.061835237557e+03, -9.477583e+01
1.062119069199e+03, -9.389949e+01
1.062402900841e+03, -9.266775e+01
1.062686732482e+03, -9.177853e+01
1.062970564124e+03, -9.066023e+01
1.063254395766e+03, -8.994720e+01
1.063538227408e+03, -8.983015e+01
1.063822059049e+03, -8.994864e+01
1.064105890691e+03, -9.031253e+01
1.064389722333e+03, -9.141572e+01
1.064673553975e+03, -9.436023e+01
1.064957385617e+03, -9.390565e+01
1.065241217258e+03, -9.203725e+01
1.065525048900e+03, -9.192121e+01
1.065808880542e+03, -9.173028e+01
1.066092712184e+03, -9.092576e+01
1.066376543826e+03, -9.079389e+01
1.066660375467e+03, -9.022688e+01
1.066944207109e+03, -8.994952e+01
1.067228038751e+03, -9.001966e+01
1.067511870393e+03, -9.046026e+01
1.067795702035e+03, -9.103475e+01
1.068079533676e+03, -9.052880e+01
1.068363365318e+03, -8.981888e+01
1.068647196960e+03, -8.978457e+01
1.068931028602e+03, -9.030403e+01
1.069214860243e+03, -9.093359e+01
1.069498691885e+03, -9.122156e+01
1.069782523527e+03, -9.175439e+01
1.070066355169e+03, -9.094835e+01
1.070350186811e+03, -9.141987e+01
1.070634018452e+03, -9.197200e+01
1.070917850094e+03, -9.218340e+01
1.071201681736e+03, -9.265604e+01
1.071485513378e+03, -9.424561e+01
1.071769345020e+03, -9.416826e+01
1.072053176661e+03, -9.334031e+01
1.072337008303e+03, -9.295682e+01
1.072620839945e+03, -9.426166e+01
1.072904671587e+03, -9.317168e+01
1.073188503228e+03, -9.156757e+01
1.073472334870e+03, -9.082872e+01
1.073756166512e+03, -9.110853e+01
1.074039998154e+03, -9.097961e+01
1.074323829796e+03, -9.138300e+01
1.074607661437e+03, -9.194777e+01
1.074891493079e+03, -9.212954e+01
1.075175324721e+03, -8.968234e+01
1.075459156363e+03, -8.935958e+01
1.075742988005e+03, -8.860345e+01
1.076026819646e+03, -8.811557e+01
