% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), DC, 30 MHz, 1 MOhm, 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC, 30 MHz, 1 MOhm, 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 750.7100 Hz to 897.0110 Hz with 2,048 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 1.00 us, 3 cycles; Settling time 10.0 us, 3 cycles
% 
% Acquired 2026-04-30 T 14:57:20 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
8.11988406e+02, -7.8945e+00, -1.4631e+02
8.12017095e+02, -8.4132e+00, -1.4387e+02
8.12045784e+02, -8.0292e+00, -1.4545e+02
8.12074475e+02, -1.0386e+01, -1.6103e+02
8.12103167e+02, -8.2512e+00, -1.4499e+02
8.12131860e+02, -7.7804e+00, -1.4597e+02
8.12160554e+02, -7.9746e+00, -1.4454e+02
8.12189249e+02, -8.4201e+00, -1.4444e+02
8.12217945e+02, -7.7651e+00, -1.4754e+02
8.12246642e+02, -7.3808e+00, -1.4394e+02
8.12275340e+02, -8.1283e+00, -1.4374e+02
8.12304039e+02, -7.7944e+00, -1.4712e+02
8.12332739e+02, -8.0930e+00, -1.4442e+02
8.12361440e+02, -7.8105e+00, -1.4542e+02
8.12390142e+02, -8.0290e+00, -1.4464e+02
8.12418845e+02, -8.2535e+00, -1.4431e+02
8.12447549e+02, -7.5967e+00, -1.4667e+02
8.12476254e+02, -8.0042e+00, -1.4449e+02
8.12504960e+02, -8.2633e+00, -1.4509e+02
8.12533667e+02, -4.9676e+00, -1.4239e+02
8.12562375e+02, -7.3962e+00, -1.5403e+02
8.12591084e+02, -7.8690e+00, -1.4497e+02
8.12619794e+02, -7.8522e+00, -1.4708e+02
8.12648506e+02, -7.9452e+00, -1.4480e+02
8.12677218e+02, -7.7109e+00, -1.4578e+02
8.12705931e+02, -7.9022e+00, -1.4478e+02
8.12734645e+02, -7.8927e+00, -1.4587e+02
8.12763360e+02, -7.5094e+00, -1.4645e+02
8.12792076e+02, -7.9653e+00, -1.4436e+02
8.12820794e+02, -9.5472e+00, -1.3438e+02
8.12849512e+02, -7.5015e+00, -1.4723e+02
8.12878231e+02, -7.8942e+00, -1.4429e+02
8.12906951e+02, -7.2171e+00, -1.4511e+02
8.12935673e+02, -7.7262e+00, -1.4624e+02
8.12964395e+02, -7.7689e+00, -1.4478e+02
8.12993118e+02, -7.4761e+00, -1.4558e+02
8.13021843e+02, -7.9748e+00, -1.4459e+02
8.13050568e+02, -7.9064e+00, -1.4708e+02
8.13079294e+02, -7.2624e+00, -1.4701e+02
8.13108022e+02, -7.9232e+00, -1.4456e+02
8.13136750e+02, -7.7166e+00, -1.4643e+02
8.13165480e+02, -7.3540e+00, -1.4745e+02
8.13194210e+02, -1.0662e+01, -1.5254e+02
8.13222942e+02, -7.4702e+00, -1.4689e+02
8.13251674e+02, -7.7402e+00, -1.4569e+02
8.13280407e+02, -7.5933e+00, -1.4556e+02
8.13309142e+02, -7.2248e+00, -1.4870e+02
8.13337877e+02, -7.7823e+00, -1.4559e+02
8.13366614e+02, -7.6828e+00, -1.4686e+02
8.13395351e+02, -7.2014e+00, -1.4651e+02
8.13424090e+02, -9.0669e+00, -1.5367e+02
8.13452830e+02, -6.0495e+00, -1.4006e+02
8.13481570e+02, -7.4673e+00, -1.4655e+02
8.13510312e+02, -7.5193e+00, -1.4456e+02
8.13539054e+02, -7.2679e+00, -1.4658e+02
8.13567798e+02, -7.6250e+00, -1.4564e+02
8.13596543e+02, -7.3342e+00, -1.4666e+02
8.13625288e+02, -7.0709e+00, -1.4614e+02
8.13654035e+02, -7.7598e+00, -1.4447e+02
8.13682783e+02, -7.3777e+00, -1.4629e+02
8.13711531e+02, -6.5356e+00, -1.5752e+02
8.13740281e+02, -9.9994e+00, -1.3717e+02
8.13769032e+02, -7.1984e+00, -1.4868e+02
8.13797784e+02, -7.3181e+00, -1.4785e+02
8.13826536e+02, -7.1980e+00, -1.4560e+02
8.13855290e+02, -6.9076e+00, -1.4698e+02
8.13884045e+02, -7.2991e+00, -1.4415e+02
8.13912801e+02, -7.4125e+00, -1.4527e+02
8.13941558e+02, -7.1265e+00, -1.4570e+02
8.13970315e+02, -7.5596e+00, -1.4524e+02
8.13999074e+02, -7.1531e+00, -1.4797e+02
8.14027834e+02, -7.1165e+00, -1.4865e+02
8.14056595e+02, -8.4537e+00, -1.4225e+02
8.14085357e+02, -6.8530e+00, -1.4675e+02
8.14114120e+02, -6.8982e+00, -1.4057e+02
8.14142884e+02, -7.0836e+00, -1.4579e+02
8.14171649e+02, -6.9242e+00, -1.4573e+02
8.14200415e+02, -7.6594e+00, -1.4534e+02
8.14229182e+02, -7.2246e+00, -1.4873e+02
8.14257950e+02, -6.7281e+00, -1.4804e+02
8.14286719e+02, -7.2327e+00, -1.4539e+02
8.14315489e+02, -6.4771e+00, -1.3629e+02
8.14344260e+02, -6.9581e+00, -1.4576e+02
8.14373032e+02, -6.9484e+00, -1.4428e+02
8.14401805e+02, -6.9596e+00, -1.4628e+02
8.14430579e+02, -8.5802e+00, -1.3379e+02
8.14459354e+02, -7.0908e+00, -1.4781e+02
8.14488130e+02, -6.6398e+00, -1.4719e+02
8.14516908e+02, -7.0378e+00, -1.4757e+02
8.14545686e+02, -6.7308e+00, -1.4702e+02
8.14574465e+02, -6.6968e+00, -1.4710e+02
8.14603245e+02, -6.9455e+00, -1.4387e+02
8.14632026e+02, -7.5347e+00, -1.3900e+02
8.14660809e+02, -6.6625e+00, -1.5677e+02
8.14689592e+02, -6.8711e+00, -1.4763e+02
8.14718376e+02, -6.5709e+00, -1.4726e+02
8.14747161e+02, -7.1342e+00, -1.4537e+02
8.14775948e+02, -6.7365e+00, -1.4778e+02
8.14804735e+02, -6.4211e+00, -1.4765e+02
8.14833523e+02, -6.8831e+00, -1.4446e+02
8.14862313e+02, -6.5555e+00, -1.4743e+02
8.14891103e+02, -6.9874e+00, -1.4633e+02
8.14919894e+02, -6.9976e+00, -1.4448e+02
8.14948687e+02, -9.2682e+00, -1.5127e+02
8.14977480e+02, -6.8564e+00, -1.4595e+02
8.15006275e+02, -8.4827e+00, -1.4857e+02
8.15035070e+02, -4.8967e+00, -1.4499e+02
8.15063867e+02, -6.6316e+00, -1.5679e+02
8.15092664e+02, -6.5375e+00, -1.4618e+02
8.15121463e+02, -6.5674e+00, -1.4710e+02
8.15150262e+02, -6.6855e+00, -1.4494e+02
8.15179063e+02, -6.5317e+00, -1.4580e+02
8.15207864e+02, -6.8922e+00, -1.4683e+02
8.15236667e+02, -6.8116e+00, -1.4833e+02
8.15265471e+02, -6.2895e+00, -1.4776e+02
8.15294275e+02, -5.2227e+00, -1.5118e+02
8.15323081e+02, -6.2626e+00, -1.4897e+02
8.15351887e+02, -6.2085e+00, -1.4841e+02
8.15380695e+02, -6.6433e+00, -1.4486e+02
8.15409504e+02, -6.3155e+00, -1.4737e+02
8.15438314e+02, -6.6066e+00, -1.4634e+02
8.15467124e+02, -6.4942e+00, -1.4688e+02
8.15495936e+02, -7.0973e+00, -1.3190e+02
8.15524749e+02, -6.6754e+00, -1.4664e+02
8.15553563e+02, -6.5904e+00, -1.4727e+02
8.15582377e+02, -6.1118e+00, -1.4830e+02
8.15611193e+02, -6.3978e+00, -1.4570e+02
8.15640010e+02, -6.2203e+00, -1.4702e+02
8.15668828e+02, -6.4187e+00, -1.4699e+02
8.15697647e+02, -5.3514e+00, -1.3393e+02
8.15726467e+02, -5.9542e+00, -1.4719e+02
8.15755288e+02, -6.3745e+00, -1.4606e+02
8.15784109e+02, -6.5879e+00, -1.4736e+02
8.15812932e+02, -5.8975e+00, -1.4808e+02
8.15841756e+02, -6.4964e+00, -1.4497e+02
8.15870581e+02, -6.2904e+00, -1.4611e+02
8.15899407e+02, -7.1084e+00, -1.4951e+02
8.15928234e+02, -5.1211e+00, -1.4282e+02
8.15957062e+02, -7.1115e+00, -1.5673e+02
8.15985891e+02, -6.2342e+00, -1.4654e+02
8.16014722e+02, -6.3570e+00, -1.4696e+02
8.16043553e+02, -5.9044e+00, -1.4771e+02
8.16072385e+02, -6.3147e+00, -1.4576e+02
8.16101218e+02, -5.5254e+00, -1.3973e+02
8.16130052e+02, -5.4032e+00, -1.5498e+02
8.16158887e+02, -6.1779e+00, -1.4617e+02
8.16187723e+02, -5.9044e+00, -1.5611e+02
8.16216561e+02, -6.0122e+00, -1.4652e+02
8.16245399e+02, -6.2920e+00, -1.4684e+02
8.16274238e+02, -5.6918e+00, -1.4829e+02
8.16303078e+02, -5.9349e+00, -1.4585e+02
8.16331920e+02, -6.2230e+00, -1.4611e+02
8.16360762e+02, -5.7511e+00, -1.4838e+02
8.16389605e+02, -7.3128e+00, -1.3945e+02
8.16418450e+02, -4.8615e+00, -1.5507e+02
8.16447295e+02, -5.8682e+00, -1.4753e+02
8.16476141e+02, -6.0733e+00, -1.4706e+02
8.16504989e+02, -5.6945e+00, -1.4820e+02
8.16533837e+02, -5.6623e+00, -1.4679e+02
8.16562687e+02, -6.0253e+00, -1.4636e+02
8.16591537e+02, -5.6612e+00, -1.4873e+02
8.16620388e+02, -5.8733e+00, -1.4678e+02
8.16649241e+02, -5.6708e+00, -1.4667e+02
8.16678094e+02, -5.6225e+00, -1.4799e+02
8.16706949e+02, -6.0737e+00, -1.4735e+02
8.16735805e+02, -5.6878e+00, -1.4813e+02
8.16764661e+02, -5.4677e+00, -1.4731e+02
8.16793519e+02, -5.9786e+00, -1.4625e+02
8.16822377e+02, -5.5080e+00, -1.4915e+02
8.16851237e+02, -5.6322e+00, -1.4792e+02
8.16880098e+02, -5.5831e+00, -1.4658e+02
8.16908959e+02, -5.5333e+00, -1.4880e+02
8.16937822e+02, -6.4972e+00, -1.3675e+02
8.16966686e+02, -5.6470e+00, -1.4824e+02
8.16995550e+02, -4.3444e+00, -1.4711e+02
8.17024416e+02, -5.7997e+00, -1.4695e+02
8.17053283e+02, -5.4708e+00, -1.4826e+02
8.17082151e+02, -5.5071e+00, -1.4885e+02
8.17111019e+02, -5.5934e+00, -1.4706e+02
8.17139889e+02, -5.4082e+00, -1.4800e+02
8.17168760e+02, -5.6371e+00, -1.4764e+02
8.17197632e+02, -5.6280e+00, -1.4839e+02
8.17226505e+02, -5.1162e+00, -1.4884e+02
8.17255379e+02, -5.6194e+00, -1.4664e+02
8.17284254e+02, -3.5027e+00, -1.4392e+02
8.17313130e+02, -4.0383e+00, -1.5465e+02
8.17342007e+02, -6.9014e+00, -1.4200e+02
8.17370885e+02, -5.1972e+00, -1.4800e+02
8.17399764e+02, -5.4174e+00, -1.4734e+02
8.17428644e+02, -5.5041e+00, -1.4779e+02
8.17457525e+02, -5.0514e+00, -1.4890e+02
8.17486407e+02, -5.3495e+00, -1.4681e+02
8.17515290e+02, -5.2437e+00, -1.4579e+02
8.17544174e+02, -5.1489e+00, -1.4836e+02
8.17573059e+02, -5.8601e+00, -1.3429e+02
8.17601945e+02, -4.0995e+00, -1.4227e+02
8.17630832e+02, -5.0760e+00, -1.5626e+02
8.17659721e+02, -5.3767e+00, -1.4701e+02
8.17688610e+02, -3.8577e+00, -1.4234e+02
8.17717500e+02, -5.0126e+00, -1.4553e+02
8.17746391e+02, -5.2196e+00, -1.4650e+02
8.17775284e+02, -4.7683e+00, -1.6379e+02
8.17804177e+02, -3.8245e+00, -1.3984e+02
8.17833071e+02, -5.2386e+00, -1.5583e+02
8.17861967e+02, -4.9726e+00, -1.4770e+02
8.17890863e+02, -5.3024e+00, -1.4780e+02
8.17919760e+02, -4.9086e+00, -1.4939e+02
8.17948659e+02, -4.8601e+00, -1.4910e+02
8.17977558e+02, -5.0963e+00, -1.4793e+02
8.18006459e+02, -4.8657e+00, -1.4880e+02
8.18035360e+02, -5.0807e+00, -1.4814e+02
8.18064263e+02, -4.9248e+00, -1.4898e+02
8.18093166e+02, -4.5599e+00, -1.4931e+02
8.18122071e+02, -5.4792e+00, -1.4636e+02
8.18150976e+02, -5.0728e+00, -1.4781e+02
8.18179883e+02, -4.9337e+00, -1.4903e+02
8.18208790e+02, -7.3857e+00, -1.4349e+02
8.18237699e+02, -5.9922e+00, -1.4667e+02
8.18266609e+02, -3.2542e+00, -1.5244e+02
8.18295519e+02, -4.8054e+00, -1.4849e+02
8.18324431e+02, -4.4119e+00, -1.5078e+02
8.18353344e+02, -4.4941e+00, -1.4726e+02
8.18382257e+02, -4.2940e+00, -1.4500e+02
8.18411172e+02, -4.4694e+00, -1.4649e+02
8.18440088e+02, -4.7370e+00, -1.4657e+02
8.18469005e+02, -4.5441e+00, -1.4701e+02
8.18497922e+02, -4.8171e+00, -1.4595e+02
8.18526841e+02, -5.9773e+00, -1.4925e+02
8.18555761e+02, -4.4352e+00, -1.5090e+02
8.18584682e+02, -2.8584e+00, -1.4434e+02
8.18613604e+02, -4.6950e+00, -1.4905e+02
8.18642527e+02, -4.2241e+00, -1.4987e+02
8.18671451e+02, -4.4131e+00, -1.4828e+02
8.18700376e+02, -4.3848e+00, -1.4816e+02
8.18729302e+02, -3.5898e+00, -1.4139e+02
8.18758229e+02, -4.7109e+00, -1.4707e+02
8.18787157e+02, -3.3129e+00, -1.5217e+02
8.18816086e+02, -5.6738e+00, -1.4661e+02
8.18845016e+02, -6.1147e+00, -1.3758e+02
8.18873947e+02, -4.3479e+00, -1.4979e+02
8.18902879e+02, -4.4533e+00, -1.4911e+02
8.18931812e+02, -4.2965e+00, -1.5206e+02
8.18960746e+02, -3.8313e+00, -1.4994e+02
8.18989681e+02, -4.3280e+00, -1.4732e+02
8.19018618e+02, -4.2499e+00, -1.4816e+02
8.19047555e+02, -4.1924e+00, -1.4942e+02
8.19076493e+02, -4.3864e+00, -1.4814e+02
8.19105432e+02, -4.0610e+00, -1.4956e+02
8.19134373e+02, -4.1665e+00, -1.4821e+02
8.19163314e+02, -4.4351e+00, -1.4872e+02
8.19192256e+02, -4.0058e+00, -1.5068e+02
8.19221200e+02, -4.1437e+00, -1.4845e+02
8.19250144e+02, -4.1259e+00, -1.4821e+02
8.19279090e+02, -3.8710e+00, -1.4998e+02
8.19308036e+02, -4.1623e+00, -1.4816e+02
8.19336983e+02, -3.7234e+00, -1.5027e+02
8.19365932e+02, -3.7785e+00, -1.4799e+02
8.19394881e+02, -4.2625e+00, -1.4731e+02
8.19423832e+02, -3.9023e+00, -1.5068e+02
8.19452783e+02, -3.9801e+00, -1.4957e+02
8.19481736e+02, -3.9218e+00, -1.4870e+02
8.19510690e+02, -3.7241e+00, -1.5012e+02
8.19539644e+02, -3.9383e+00, -1.4938e+02
8.19568600e+02, -3.8282e+00, -1.5013e+02
8.19597556e+02, -3.5365e+00, -1.4948e+02
8.19626514e+02, -3.9452e+00, -1.4848e+02
8.19655473e+02, -3.7608e+00, -1.4976e+02
8.19684433e+02, -3.9168e+00, -1.5000e+02
8.19713393e+02, -3.8693e+00, -1.4914e+02
8.19742355e+02, -3.1444e+00, -1.4897e+02
8.19771318e+02, -3.7299e+00, -1.4887e+02
8.19800282e+02, -3.8826e+00, -1.4890e+02
8.19829247e+02, -3.4220e+00, -1.5066e+02
8.19858212e+02, -3.7500e+00, -1.4867e+02
8.19887179e+02, -3.5234e+00, -1.4926e+02
8.19916147e+02, -3.5608e+00, -1.4942e+02
8.19945116e+02, -3.7683e+00, -1.4959e+02
8.19974086e+02, -3.4483e+00, -1.4994e+02
8.20003057e+02, -3.4307e+00, -1.4926e+02
8.20032029e+02, -3.7546e+00, -1.4895e+02
8.20061002e+02, -3.4164e+00, -1.5066e+02
8.20089976e+02, -3.5666e+00, -1.5002e+02
8.20118951e+02, -3.3955e+00, -1.5022e+02
8.20147927e+02, -2.8870e+00, -1.4921e+02
8.20176905e+02, -3.6141e+00, -1.4877e+02
8.20205883e+02, -3.3919e+00, -1.4995e+02
8.20234862e+02, -3.1841e+00, -1.5060e+02
8.20263842e+02, -3.5531e+00, -1.4893e+02
8.20292823e+02, -3.2856e+00, -1.5050e+02
8.20321805e+02, -3.3621e+00, -1.4989e+02
8.20350789e+02, -3.3604e+00, -1.5045e+02
8.20379773e+02, -3.0952e+00, -1.5053e+02
8.20408758e+02, -3.2747e+00, -1.4930e+02
8.20437745e+02, -3.2340e+00, -1.4844e+02
8.20466732e+02, -3.0769e+00, -1.5044e+02
8.20495720e+02, -3.3222e+00, -1.4962e+02
8.20524710e+02, -3.1255e+00, -1.5009e+02
8.20553700e+02, -2.7387e+00, -1.4869e+02
8.20582692e+02, -3.3651e+00, -1.4921e+02
8.20611684e+02, -2.9942e+00, -1.5119e+02
8.20640678e+02, -2.9951e+00, -1.5024e+02
8.20669672e+02, -3.0362e+00, -1.5002e+02
8.20698668e+02, -2.9545e+00, -1.5059e+02
8.20727664e+02, -3.1010e+00, -1.5042e+02
8.20756662e+02, -3.1338e+00, -1.5096e+02
8.20785661e+02, -2.7441e+00, -1.5117e+02
8.20814660e+02, -2.9250e+00, -1.4947e+02
8.20843661e+02, -2.8031e+00, -1.4983e+02
8.20872663e+02, -2.9158e+00, -1.5042e+02
8.20901665e+02, -3.0392e+00, -1.5032e+02
8.20930669e+02, -2.5172e+00, -1.5123e+02
8.20959674e+02, -2.6080e+00, -1.4974e+02
8.20988680e+02, -2.9963e+00, -1.4999e+02
8.21017687e+02, -2.6214e+00, -1.5168e+02
8.21046695e+02, -2.7242e+00, -1.5019e+02
8.21075703e+02, -2.6738e+00, -1.5100e+02
8.21104713e+02, -2.5377e+00, -1.5029e+02
8.21133724e+02, -2.7563e+00, -1.5000e+02
8.21162736e+02, -2.6316e+00, -1.5095e+02
8.21191749e+02, -2.5208e+00, -1.5114e+02
8.21220763e+02, -2.5995e+00, -1.5021e+02
8.21249778e+02, -2.4066e+00, -1.5077e+02
8.21278794e+02, -2.6348e+00, -1.5082e+02
8.21307811e+02, -2.6401e+00, -1.5166e+02
8.21336829e+02, -2.2234e+00, -1.5138e+02
8.21365849e+02, -2.4775e+00, -1.5073e+02
8.21394869e+02, -2.5337e+00, -1.5074e+02
8.21423890e+02, -2.4665e+00, -1.5192e+02
8.21452912e+02, -2.5090e+00, -1.5112e+02
8.21481935e+02, -2.2430e+00, -1.5173e+02
8.21510960e+02, -2.2262e+00, -1.5102e+02
8.21539985e+02, -2.4195e+00, -1.5111e+02
8.21569011e+02, -2.1263e+00, -1.5233e+02
8.21598039e+02, -2.2391e+00, -1.5100e+02
8.21627067e+02, -2.1390e+00, -1.5142e+02
8.21656096e+02, -2.0253e+00, -1.5153e+02
8.21685127e+02, -2.3372e+00, -1.5102e+02
8.21714158e+02, -2.2134e+00, -1.5139e+02
8.21743191e+02, -2.0193e+00, -1.5270e+02
8.21772224e+02, -2.2153e+00, -1.5208e+02
8.21801259e+02, -2.0272e+00, -1.5183e+02
8.21830294e+02, -2.0827e+00, -1.5160e+02
8.21859331e+02, -2.1944e+00, -1.5216e+02
8.21888368e+02, -1.8655e+00, -1.5245e+02
8.21917407e+02, -2.0117e+00, -1.5146e+02
8.21946447e+02, -1.9627e+00, -1.5103e+02
8.21975487e+02, -1.8249e+00, -1.5205e+02
8.22004529e+02, -1.9751e+00, -1.5164e+02
8.22033572e+02, -1.8527e+00, -1.5220e+02
8.22062615e+02, -1.6406e+00, -1.5159e+02
8.22091660e+02, -2.0088e+00, -1.5116e+02
8.22120706e+02, -1.7104e+00, -1.5272e+02
8.22149753e+02, -1.8518e+00, -1.5238e+02
8.22178801e+02, -1.9451e+00, -1.5295e+02
8.22207850e+02, -1.5638e+00, -1.5217e+02
8.22236899e+02, -1.8443e+00, -1.5159e+02
8.22265950e+02, -1.8116e+00, -1.5156e+02
8.22295002e+02, -1.5242e+00, -1.5295e+02
8.22324055e+02, -1.6690e+00, -1.5182e+02
8.22353109e+02, -1.4950e+00, -1.5237e+02
8.22382164e+02, -1.4951e+00, -1.5165e+02
8.22411220e+02, -1.7136e+00, -1.5188e+02
8.22440278e+02, -1.3674e+00, -1.5361e+02
8.22469336e+02, -1.4627e+00, -1.5283e+02
8.22498395e+02, -1.4492e+00, -1.5180e+02
8.22527455e+02, -1.3141e+00, -1.5292e+02
8.22556516e+02, -1.5080e+00, -1.5270e+02
8.22585578e+02, -1.5728e+00, -1.5235e+02
8.22614642e+02, -1.1628e+00, -1.5322e+02
8.22643706e+02, -1.4055e+00, -1.5228e+02
8.22672771e+02, -1.2312e+00, -1.5319e+02
8.22701838e+02, -1.2685e+00, -1.5269e+02
8.22730905e+02, -1.3464e+00, -1.5284e+02
8.22759973e+02, -9.7052e-01, -1.5333e+02
8.22789043e+02, -1.1513e+00, -1.5250e+02
8.22818113e+02, -1.2599e+00, -1.5200e+02
8.22847185e+02, -1.0005e+00, -1.5383e+02
8.22876257e+02, -1.1402e+00, -1.5264e+02
8.22905331e+02, -1.0285e+00, -1.5355e+02
8.22934405e+02, -8.8457e-01, -1.5321e+02
8.22963481e+02, -1.1102e+00, -1.5301e+02
8.22992557e+02, -7.5315e-01, -1.5362e+02
8.23021635e+02, -9.4046e-01, -1.5331e+02
8.23050714e+02, -9.9027e-01, -1.5339e+02
8.23079793e+02, -7.0088e-01, -1.5368e+02
8.23108874e+02, -8.8343e-01, -1.5297e+02
8.23137956e+02, -9.9663e-01, -1.5322e+02
8.23167039e+02, -6.7153e-01, -1.5457e+02
8.23196122e+02, -8.1587e-01, -1.5321e+02
8.23225207e+02, -6.5200e-01, -1.5357e+02
8.23254293e+02, -6.0591e-01, -1.5351e+02
8.23283380e+02, -7.8102e-01, -1.5366e+02
8.23312468e+02, -5.6000e-01, -1.5411e+02
8.23341557e+02, -5.2611e-01, -1.5484e+02
8.23370647e+02, -6.6529e-01, -1.5390e+02
8.23399738e+02, -2.6691e-01, -1.5500e+02
8.23428830e+02, -5.6617e-01, -1.5388e+02
8.23457923e+02, -6.0822e-01, -1.5428e+02
8.23487017e+02, -2.6810e-01, -1.5478e+02
8.23516112e+02, -4.8903e-01, -1.5367e+02
8.23545208e+02, -3.3199e-01, -1.5387e+02
8.23574305e+02, -3.1035e-01, -1.5405e+02
8.23603403e+02, -4.4322e-01, -1.5408e+02
8.23632503e+02, -2.1501e-01, -1.5470e+02
8.23661603e+02, -2.0293e-01, -1.5482e+02
8.23690704e+02, -3.2187e-01, -1.5396e+02
8.23719806e+02, -1.2712e-01, -1.5486e+02
8.23748910e+02, -2.2737e-01, -1.5475e+02
8.23778014e+02, -2.0508e-01, -1.5531e+02
8.23807120e+02, 5.9673e-02, -1.5527e+02
8.23836226e+02, -1.6668e-01, -1.5427e+02
8.23865333e+02, -5.0228e-02, -1.5456e+02
8.23894442e+02, 3.1269e-02, -1.5515e+02
8.23923551e+02, -5.0401e-02, -1.5476e+02
8.23952662e+02, 1.7157e-01, -1.5529e+02
8.23981773e+02, 1.9543e-01, -1.5497e+02
8.24010886e+02, 3.8630e-02, -1.5465e+02
8.24040000e+02, 2.8091e-01, -1.5556e+02
8.24069114e+02, 1.2565e-01, -1.5510e+02
8.24098230e+02, 2.3953e-01, -1.5576e+02
8.24127347e+02, 4.2748e-01, -1.5582e+02
8.24156464e+02, 1.9563e-01, -1.5471e+02
8.24185583e+02, 3.0514e-01, -1.5538e+02
8.24214703e+02, 3.6597e-01, -1.5638e+02
8.24243824e+02, 3.3591e-01, -1.5559e+02
8.24272946e+02, 5.2053e-01, -1.5596e+02
8.24302068e+02, 5.2040e-01, -1.5557e+02
8.24331192e+02, 4.5624e-01, -1.5523e+02
8.24360317e+02, 6.2493e-01, -1.5636e+02
8.24389443e+02, 5.2491e-01, -1.5601e+02
8.24418570e+02, 6.2184e-01, -1.5655e+02
8.24447698e+02, 7.8732e-01, -1.5629e+02
8.24476827e+02, 5.4206e-01, -1.5584e+02
8.24505957e+02, 7.2018e-01, -1.5630e+02
8.24535088e+02, 7.8085e-01, -1.5692e+02
8.24564221e+02, 7.2899e-01, -1.5623e+02
8.24593354e+02, 8.9692e-01, -1.5690e+02
8.24622488e+02, 9.0464e-01, -1.5638e+02
8.24651623e+02, 8.2267e-01, -1.5651e+02
8.24680759e+02, 1.0518e+00, -1.5705e+02
8.24709897e+02, 9.2278e-01, -1.5673e+02
8.24739035e+02, 1.0575e+00, -1.5721e+02
8.24768174e+02, 1.2223e+00, -1.5727e+02
8.24797315e+02, 9.4159e-01, -1.5649e+02
8.24826456e+02, 1.0776e+00, -1.5700e+02
8.24855598e+02, 1.1539e+00, -1.5806e+02
8.24884742e+02, 1.1157e+00, -1.5703e+02
8.24913886e+02, 1.3210e+00, -1.5753e+02
8.24943032e+02, 1.3014e+00, -1.5702e+02
8.24972178e+02, 1.1763e+00, -1.5703e+02
8.25001326e+02, 1.3687e+00, -1.5813e+02
8.25030475e+02, 1.3297e+00, -1.5757e+02
8.25059624e+02, 1.4676e+00, -1.5790e+02
8.25088775e+02, 1.6044e+00, -1.5794e+02
8.25117927e+02, 1.3346e+00, -1.5725e+02
8.25147079e+02, 1.5056e+00, -1.5786e+02
8.25176233e+02, 1.6053e+00, -1.5852e+02
8.25205388e+02, 1.5449e+00, -1.5776e+02
8.25234544e+02, 1.7132e+00, -1.5845e+02
8.25263701e+02, 1.7415e+00, -1.5768e+02
8.25292858e+02, 1.5957e+00, -1.5778e+02
8.25322017e+02, 1.8238e+00, -1.5873e+02
8.25351177e+02, 1.7281e+00, -1.5867e+02
8.25380338e+02, 1.8593e+00, -1.5902e+02
8.25409500e+02, 2.0142e+00, -1.5887e+02
8.25438663e+02, 1.7864e+00, -1.5852e+02
8.25467827e+02, 1.9508e+00, -1.5959e+02
8.25496992e+02, 1.9974e+00, -1.5949e+02
8.25526158e+02, 1.9598e+00, -1.5887e+02
8.25555326e+02, 2.1446e+00, -1.5935e+02
8.25584494e+02, 2.1747e+00, -1.5898e+02
8.25613663e+02, 2.0731e+00, -1.5900e+02
8.25642833e+02, 2.2548e+00, -1.5988e+02
8.25672005e+02, 2.1532e+00, -1.5966e+02
8.25701177e+02, 2.2626e+00, -1.6004e+02
8.25730350e+02, 2.4334e+00, -1.6009e+02
8.25759525e+02, 2.2462e+00, -1.5952e+02
8.25788700e+02, 2.3876e+00, -1.6003e+02
8.25817876e+02, 2.4490e+00, -1.6025e+02
8.25847054e+02, 2.4138e+00, -1.6033e+02
8.25876232e+02, 2.7405e+00, -1.6030e+02
8.25905412e+02, 2.6207e+00, -1.6000e+02
8.25934592e+02, 2.5135e+00, -1.5965e+02
8.25963774e+02, 2.7120e+00, -1.6042e+02
8.25992957e+02, 2.6457e+00, -1.6040e+02
8.26022140e+02, 2.6799e+00, -1.6098e+02
8.26051325e+02, 2.8798e+00, -1.6092e+02
8.26080511e+02, 2.7013e+00, -1.6034e+02
8.26109697e+02, 2.8242e+00, -1.6079e+02
8.26138885e+02, 2.9061e+00, -1.6119e+02
8.26168074e+02, 2.8569e+00, -1.6112e+02
8.26197264e+02, 3.0402e+00, -1.6167e+02
8.26226455e+02, 3.0614e+00, -1.6162e+02
8.26255646e+02, 2.9888e+00, -1.6143e+02
8.26284839e+02, 3.0182e+00, -1.6266e+02
8.26314033e+02, 3.0696e+00, -1.6196e+02
8.26343228e+02, 3.0961e+00, -1.6255e+02
8.26372424e+02, 3.3205e+00, -1.6265e+02
8.26401621e+02, 3.1999e+00, -1.6225e+02
8.26430819e+02, 3.3427e+00, -1.6249e+02
8.26460019e+02, 3.3827e+00, -1.6264e+02
8.26489219e+02, 3.3538e+00, -1.6281e+02
8.26518420e+02, 3.5329e+00, -1.6319e+02
8.26547622e+02, 3.5567e+00, -1.6343e+02
