% Moku:Go Oscilloscope
% Channel A (on)
% Channel B (off)
% Time span 1.000 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2026-04-30 T 15:35:36 +0200
% Time (s), Channel A (Input A) (V)
5.222400000000e-05, 2.320469e-02
5.328000000000e-05, 2.198339e-02
5.433600000000e-05, 2.320469e-02
5.539200000000e-05, 2.320469e-02
5.644800000000e-05, 2.198339e-02
5.750400000000e-05, 2.320469e-02
5.856000000000e-05, 2.320469e-02
5.961600000000e-05, 2.320469e-02
6.067200000000e-05, 2.198339e-02
6.172800000000e-05, 2.076209e-02
6.278400000000e-05, 2.076209e-02
6.384000000000e-05, 2.076209e-02
6.489600000000e-05, 2.076209e-02
6.595200000000e-05, 2.076209e-02
6.700800000000e-05, 2.076209e-02
6.806400000000e-05, 2.076209e-02
6.912000000000e-05, 2.076209e-02
7.017600000000e-05, 2.076209e-02
7.123200000000e-05, 2.076209e-02
7.228800000000e-05, 2.076209e-02
7.334400000000e-05, 2.076209e-02
7.440000000000e-05, 2.076209e-02
7.545600000000e-05, 2.076209e-02
7.651200000000e-05, 2.076209e-02
7.756800000000e-05, 2.076209e-02
7.862400000000e-05, 2.076209e-02
7.968000000000e-05, 2.076209e-02
8.073600000000e-05, 2.076209e-02
8.179200000000e-05, 2.076209e-02
8.284800000000e-05, 2.076209e-02
8.390400000000e-05, 2.076209e-02
8.496000000000e-05, 2.320469e-02
8.601600000000e-05, 2.198339e-02
8.707200000000e-05, 2.076209e-02
8.812800000000e-05, 2.198339e-02
8.918400000000e-05, 2.198339e-02
9.024000000000e-05, 2.076209e-02
9.129600000000e-05, 2.076209e-02
9.235200000000e-05, 2.198339e-02
9.340800000000e-05, 2.198339e-02
9.446400000000e-05, 2.198339e-02
9.552000000000e-05, 2.076209e-02
9.657600000000e-05, 2.320469e-02
9.763200000000e-05, 2.198339e-02
9.868800000000e-05, 2.076209e-02
9.974400000000e-05, 2.198339e-02
1.008000000000e-04, 2.198339e-02
1.018560000000e-04, 2.076209e-02
1.029120000000e-04, 2.076209e-02
1.039680000000e-04, 2.320469e-02
1.050240000000e-04, 2.198339e-02
1.060800000000e-04, 2.198339e-02
1.071360000000e-04, 2.198339e-02
1.081920000000e-04, 2.076209e-02
1.092480000000e-04, 2.198339e-02
1.103040000000e-04, 2.076209e-02
1.113600000000e-04, 2.198339e-02
1.124160000000e-04, 2.198339e-02
1.134720000000e-04, 2.198339e-02
1.145280000000e-04, 2.076209e-02
