% Moku:Go Spectrum Analyzer
% Input 1 (on), AC, 30 MHz, 1 MOhm, 10 Vpp
% Input 2 (off), AC, 30 MHz, 1 MOhm, 10 Vpp
% Start freq 400 Hz, stop freq 600 Hz, RBW 977.5 mHz (Auto mode), Hann window, Video filter off
% Averaging: 1 spectra per frame, 10 frame averages
% Output 1 (on) - 500.000 000 Hz, 1.000 Vpp
% Output 2 (off) - 20.000 000 000 000 MHz, 1.000 Vpp
% 
% Acquired 2026-04-30 T 13:18:33 +0200
% Frequency (Hz), Input 1 (dBm)
5.276842663685e+02, -8.266974e+01
5.278829485178e+02, -8.429469e+01
5.280816306671e+02, -8.377881e+01
5.282803128163e+02, -8.145190e+01
5.284789949656e+02, -8.091662e+01
5.286776771148e+02, -8.177517e+01
5.288763592641e+02, -8.248747e+01
5.290750414133e+02, -8.288505e+01
5.292737235626e+02, -8.369332e+01
5.294724057118e+02, -8.601933e+01
5.296710878611e+02, -8.794373e+01
5.298697700103e+02, -8.672100e+01
5.300684521596e+02, -8.763865e+01
5.302671343088e+02, -8.779564e+01
5.304658164581e+02, -8.862627e+01
5.306644986073e+02, -8.887852e+01
5.308631807566e+02, -8.778478e+01
5.310618629058e+02, -8.681749e+01
5.312605450551e+02, -8.518733e+01
5.314592272043e+02, -8.420871e+01
5.316579093536e+02, -8.315919e+01
5.318565915028e+02, -8.278596e+01
5.320552736521e+02, -8.214756e+01
5.322539558013e+02, -8.090193e+01
5.324526379506e+02, -8.034961e+01
5.326513200998e+02, -8.038754e+01
5.328500022491e+02, -8.099341e+01
5.330486843983e+02, -8.194922e+01
5.332473665476e+02, -8.295213e+01
5.334460486968e+02, -8.367396e+01
5.336447308461e+02, -8.344682e+01
5.338434129953e+02, -8.383435e+01
5.340420951446e+02, -8.195772e+01
5.342407772938e+02, -8.126270e+01
5.344394594431e+02, -8.151399e+01
5.346381415923e+02, -8.258272e+01
5.348368237416e+02, -8.390780e+01
5.350355058908e+02, -8.375874e+01
5.352341880401e+02, -8.466458e+01
5.354328701893e+02, -8.482000e+01
5.356315523386e+02, -8.317032e+01
5.358302344879e+02, -8.231891e+01
5.360289166371e+02, -8.242002e+01
5.362275987864e+02, -8.219650e+01
5.364262809356e+02, -8.232293e+01
5.366249630849e+02, -8.359488e+01
5.368236452341e+02, -8.383689e+01
5.370223273834e+02, -8.514736e+01
5.372210095326e+02, -8.599835e+01
5.374196916819e+02, -8.643446e+01
5.376183738311e+02, -8.861622e+01
5.378170559804e+02, -8.927435e+01
5.380157381296e+02, -8.531659e+01
5.382144202789e+02, -8.370585e+01
5.384131024281e+02, -8.375032e+01
5.386117845774e+02, -8.611834e+01
5.388104667266e+02, -8.442794e+01
5.390091488759e+02, -8.281044e+01
5.392078310251e+02, -8.272892e+01
5.394065131744e+02, -8.349125e+01
5.396051953236e+02, -8.472833e+01
5.398038774729e+02, -8.626456e+01
5.400025596221e+02, -8.639859e+01
5.402012417714e+02, -8.383274e+01
5.403999239206e+02, -8.302347e+01
5.405986060699e+02, -8.340821e+01
5.407972882191e+02, -8.200272e+01
5.409959703684e+02, -8.195587e+01
5.411946525176e+02, -8.200840e+01
5.413933346669e+02, -8.289522e+01
5.415920168161e+02, -8.482440e+01
5.417906989654e+02, -8.474940e+01
5.419893811146e+02, -8.364285e+01
5.421880632639e+02, -8.305620e+01
5.423867454131e+02, -8.266196e+01
5.425854275624e+02, -8.258267e+01
5.427841097116e+02, -8.186439e+01
5.429827918609e+02, -8.149470e+01
5.431814740101e+02, -8.186336e+01
5.433801561594e+02, -8.222718e+01
5.435788383087e+02, -8.074243e+01
5.437775204579e+02, -8.076951e+01
5.439762026072e+02, -8.168260e+01
5.441748847564e+02, -8.499138e+01
5.443735669057e+02, -8.276129e+01
5.445722490549e+02, -8.451867e+01
5.447709312042e+02, -8.552768e+01
5.449696133534e+02, -8.414345e+01
5.451682955027e+02, -8.404295e+01
5.453669776519e+02, -8.503786e+01
5.455656598012e+02, -8.505678e+01
5.457643419504e+02, -8.480264e+01
5.459630240997e+02, -8.533574e+01
5.461617062489e+02, -8.552276e+01
5.463603883982e+02, -8.633615e+01
5.465590705474e+02, -8.592325e+01
5.467577526967e+02, -8.536302e+01
5.469564348459e+02, -8.428803e+01
5.471551169952e+02, -8.470088e+01
5.473537991444e+02, -8.508459e+01
5.475524812937e+02, -8.617409e+01
5.477511634429e+02, -8.456849e+01
5.479498455922e+02, -8.445065e+01
5.481485277414e+02, -8.491615e+01
5.483472098907e+02, -8.434909e+01
5.485458920399e+02, -8.310106e+01
5.487445741892e+02, -8.270027e+01
5.489432563384e+02, -8.311503e+01
5.491419384877e+02, -8.332398e+01
5.493406206369e+02, -8.329243e+01
5.495393027862e+02, -8.436592e+01
5.497379849354e+02, -8.579290e+01
5.499366670847e+02, -8.695613e+01
5.501353492339e+02, -8.652019e+01
5.503340313832e+02, -8.635516e+01
5.505327135324e+02, -8.606928e+01
5.507313956817e+02, -8.543789e+01
5.509300778310e+02, -8.414388e+01
5.511287599802e+02, -8.334970e+01
5.513274421295e+02, -8.210698e+01
5.515261242787e+02, -8.187611e+01
5.517248064280e+02, -8.209345e+01
5.519234885772e+02, -8.188164e+01
5.521221707265e+02, -8.220687e+01
5.523208528757e+02, -8.302621e+01
5.525195350250e+02, -8.363736e+01
5.527182171742e+02, -8.358334e+01
5.529168993235e+02, -8.360178e+01
5.531155814727e+02, -8.520217e+01
5.533142636220e+02, -8.559495e+01
5.535129457712e+02, -8.572097e+01
5.537116279205e+02, -8.484012e+01
5.539103100697e+02, -8.520981e+01
5.541089922190e+02, -8.376156e+01
5.543076743682e+02, -8.335953e+01
5.545063565175e+02, -8.315300e+01
5.547050386667e+02, -8.305962e+01
5.549037208160e+02, -8.330805e+01
5.551024029652e+02, -8.444187e+01
5.553010851145e+02, -8.433259e+01
5.554997672637e+02, -8.361935e+01
5.556984494130e+02, -8.325544e+01
5.558971315622e+02, -8.316150e+01
5.560958137115e+02, -8.393411e+01
5.562944958607e+02, -8.580444e+01
5.564931780100e+02, -8.734031e+01
5.566918601592e+02, -8.746833e+01
5.568905423085e+02, -8.581195e+01
5.570892244577e+02, -8.496420e+01
5.572879066070e+02, -8.398578e+01
5.574865887562e+02, -8.281330e+01
5.576852709055e+02, -8.163274e+01
5.578839530547e+02, -8.046894e+01
5.580826352040e+02, -7.963315e+01
5.582813173532e+02, -7.932284e+01
5.584799995025e+02, -7.951620e+01
5.586786816518e+02, -8.011298e+01
5.588773638010e+02, -8.095084e+01
5.590760459503e+02, -8.134843e+01
5.592747280995e+02, -8.162193e+01
5.594734102488e+02, -8.103994e+01
5.596720923980e+02, -8.093598e+01
5.598707745473e+02, -8.193880e+01
5.600694566965e+02, -8.247342e+01
5.602681388458e+02, -8.284981e+01
5.604668209950e+02, -8.372857e+01
5.606655031443e+02, -8.463424e+01
5.608641852935e+02, -8.452563e+01
5.610628674428e+02, -8.362081e+01
5.612615495920e+02, -8.159474e+01
5.614602317413e+02, -8.079515e+01
5.616589138905e+02, -8.094196e+01
5.618575960398e+02, -8.200333e+01
5.620562781890e+02, -8.296168e+01
5.622549603383e+02, -8.389424e+01
5.624536424875e+02, -8.466301e+01
5.626523246368e+02, -8.400086e+01
5.628510067860e+02, -8.242938e+01
5.630496889353e+02, -8.086388e+01
5.632483710845e+02, -8.024411e+01
5.634470532338e+02, -8.020648e+01
5.636457353830e+02, -8.065365e+01
5.638444175323e+02, -8.128834e+01
5.640430996815e+02, -8.159726e+01
5.642417818308e+02, -8.155667e+01
5.644404639800e+02, -8.181355e+01
5.646391461293e+02, -8.258004e+01
5.648378282785e+02, -8.412121e+01
5.650365104278e+02, -8.439942e+01
5.652351925770e+02, -8.351058e+01
5.654338747263e+02, -8.336503e+01
5.656325568755e+02, -8.395280e+01
5.658312390248e+02, -8.497128e+01
5.660299211740e+02, -8.553461e+01
5.662286033233e+02, -8.716297e+01
5.664272854726e+02, -8.638741e+01
5.666259676218e+02, -8.653298e+01
5.668246497711e+02, -8.750611e+01
5.670233319203e+02, -8.587630e+01
5.672220140696e+02, -8.609032e+01
5.674206962188e+02, -8.489244e+01
5.676193783681e+02, -8.421241e+01
5.678180605173e+02, -8.388044e+01
5.680167426666e+02, -8.403385e+01
5.682154248158e+02, -8.425951e+01
5.684141069651e+02, -8.463640e+01
5.686127891143e+02, -8.589289e+01
5.688114712636e+02, -8.448454e+01
5.690101534128e+02, -8.434557e+01
5.692088355621e+02, -8.502327e+01
5.694075177113e+02, -8.688494e+01
5.696061998606e+02, -8.454635e+01
5.698048820098e+02, -8.296019e+01
5.700035641591e+02, -8.178740e+01
5.702022463083e+02, -8.136788e+01
5.704009284576e+02, -8.170805e+01
5.705996106068e+02, -8.074924e+01
5.707982927561e+02, -8.033828e+01
5.709969749053e+02, -8.048606e+01
5.711956570546e+02, -8.096387e+01
5.713943392038e+02, -8.164119e+01
5.715930213531e+02, -8.281570e+01
5.717917035023e+02, -8.428759e+01
5.719903856516e+02, -8.399273e+01
5.721890678008e+02, -8.194339e+01
5.723877499501e+02, -8.091558e+01
5.725864320993e+02, -8.013306e+01
5.727851142486e+02, -7.928973e+01
5.729837963978e+02, -7.954129e+01
5.731824785471e+02, -8.117433e+01
5.733811606963e+02, -8.286584e+01
5.735798428456e+02, -8.475646e+01
5.737785249949e+02, -8.441324e+01
5.739772071441e+02, -8.440872e+01
5.741758892934e+02, -8.617716e+01
5.743745714426e+02, -8.659296e+01
5.745732535919e+02, -8.689752e+01
5.747719357411e+02, -8.674107e+01
5.749706178904e+02, -8.712317e+01
5.751693000396e+02, -8.743118e+01
5.753679821889e+02, -8.629823e+01
5.755666643381e+02, -8.541283e+01
5.757653464874e+02, -8.352495e+01
5.759640286366e+02, -8.240140e+01
5.761627107859e+02, -8.268741e+01
5.763613929351e+02, -8.386229e+01
5.765600750844e+02, -8.416830e+01
5.767587572336e+02, -8.481857e+01
5.769574393829e+02, -8.512600e+01
5.771561215321e+02, -8.456393e+01
5.773548036814e+02, -8.408695e+01
5.775534858306e+02, -8.390819e+01
5.777521679799e+02, -8.403704e+01
5.779508501291e+02, -8.270219e+01
5.781495322784e+02, -8.305588e+01
5.783482144276e+02, -8.412838e+01
5.785468965769e+02, -8.239969e+01
5.787455787261e+02, -8.145988e+01
5.789442608754e+02, -8.140434e+01
5.791429430246e+02, -8.241474e+01
5.793416251739e+02, -8.404115e+01
5.795403073231e+02, -8.378231e+01
5.797389894724e+02, -8.494447e+01
5.799376716216e+02, -8.797728e+01
5.801363537709e+02, -8.702356e+01
5.803350359201e+02, -8.569947e+01
5.805337180694e+02, -8.510562e+01
5.807324002186e+02, -8.542833e+01
5.809310823679e+02, -8.464359e+01
5.811297645171e+02, -8.576114e+01
5.813284466664e+02, -8.345554e+01
5.815271288157e+02, -8.283600e+01
5.817258109649e+02, -8.213989e+01
5.819244931142e+02, -8.233460e+01
5.821231752634e+02, -8.285596e+01
5.823218574127e+02, -8.207887e+01
5.825205395619e+02, -8.133911e+01
5.827192217112e+02, -8.248560e+01
5.829179038604e+02, -8.217421e+01
5.831165860097e+02, -8.020382e+01
5.833152681589e+02, -7.959827e+01
5.835139503082e+02, -7.992064e+01
5.837126324574e+02, -8.092628e+01
5.839113146067e+02, -8.371670e+01
5.841099967559e+02, -8.246494e+01
5.843086789052e+02, -8.324458e+01
5.845073610544e+02, -8.298505e+01
5.847060432037e+02, -8.201709e+01
5.849047253529e+02, -8.198669e+01
5.851034075022e+02, -8.314895e+01
5.853020896514e+02, -8.522488e+01
5.855007718007e+02, -8.387334e+01
5.856994539499e+02, -8.349529e+01
5.858981360992e+02, -8.340889e+01
5.860968182484e+02, -8.361203e+01
5.862955003977e+02, -8.441261e+01
5.864941825469e+02, -8.676402e+01
5.866928646962e+02, -8.830248e+01
5.868915468454e+02, -8.458036e+01
5.870902289947e+02, -8.277208e+01
5.872889111439e+02, -8.244388e+01
5.874875932932e+02, -8.350077e+01
5.876862754424e+02, -8.130511e+01
5.878849575917e+02, -8.083741e+01
5.880836397409e+02, -8.126076e+01
5.882823218902e+02, -8.255053e+01
5.884810040394e+02, -8.468046e+01
5.886796861887e+02, -8.714950e+01
5.888783683379e+02, -8.655972e+01
5.890770504872e+02, -8.548808e+01
5.892757326365e+02, -8.373210e+01
5.894744147857e+02, -8.217937e+01
5.896730969350e+02, -8.150900e+01
5.898717790842e+02, -8.141478e+01
5.900704612335e+02, -8.191665e+01
5.902691433827e+02, -8.306868e+01
5.904678255320e+02, -8.380841e+01
5.906665076812e+02, -8.233755e+01
5.908651898305e+02, -8.158489e+01
5.910638719797e+02, -8.174690e+01
5.912625541290e+02, -8.319237e+01
5.914612362782e+02, -8.537715e+01
5.916599184275e+02, -8.501385e+01
5.918586005767e+02, -8.531300e+01
5.920572827260e+02, -8.584826e+01
5.922559648752e+02, -8.493435e+01
5.924546470245e+02, -8.546630e+01
5.926533291737e+02, -8.682227e+01
5.928520113230e+02, -8.790344e+01
5.930506934722e+02, -8.668884e+01
5.932493756215e+02, -9.002068e+01
5.934480577707e+02, -8.624818e+01
5.936467399200e+02, -8.472128e+01
5.938454220692e+02, -8.356985e+01
5.940441042185e+02, -8.351168e+01
5.942427863677e+02, -8.355829e+01
5.944414685170e+02, -8.426902e+01
5.946401506662e+02, -8.571998e+01
5.948388328155e+02, -8.653904e+01
5.950375149647e+02, -8.708918e+01
5.952361971140e+02, -8.590832e+01
5.954348792632e+02, -8.496685e+01
5.956335614125e+02, -8.385470e+01
5.958322435617e+02, -8.251180e+01
5.960309257110e+02, -8.150869e+01
5.962296078602e+02, -8.105334e+01
5.964282900095e+02, -8.119540e+01
5.966269721587e+02, -8.192550e+01
5.968256543080e+02, -8.268245e+01
5.970243364573e+02, -8.336898e+01
5.972230186065e+02, -8.452497e+01
5.974217007558e+02, -8.667489e+01
5.976203829050e+02, -8.599763e+01
5.978190650543e+02, -8.437164e+01
5.980177472035e+02, -8.301801e+01
5.982164293528e+02, -8.258903e+01
5.984151115020e+02, -8.250313e+01
5.986137936513e+02, -8.217534e+01
5.988124758005e+02, -8.293760e+01
5.990111579498e+02, -8.605170e+01
5.992098400990e+02, -8.573676e+01
5.994085222483e+02, -8.527877e+01
5.996072043975e+02, -8.510672e+01
5.998058865468e+02, -8.490771e+01
6.000045686960e+02, -8.487178e+01
